ID,wav,wav_format,start,stop,duration,language_family,language_name
44,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_11/common_voice_ar_19217565.wav,.wav,0,38016,2.376,Semitic,Arabic
45,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_11/common_voice_ar_19217728.wav,.wav,0,48384,3.024,Semitic,Arabic
46,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_11/common_voice_ar_19217988.wav,.wav,0,41856,2.616,Semitic,Arabic
47,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_11/common_voice_ar_19218207.wav,.wav,0,79104,4.944,Semitic,Arabic
48,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_110/common_voice_ar_19222349.wav,.wav,0,52608,3.288,Semitic,Arabic
49,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_110/common_voice_ar_19222357.wav,.wav,0,78336,4.896,Semitic,Arabic
50,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_110/common_voice_ar_19222360.wav,.wav,0,75648,4.728,Semitic,Arabic
51,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_110/common_voice_ar_19222361.wav,.wav,0,52992,3.312,Semitic,Arabic
52,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_111/common_voice_ar_19285859.wav,.wav,0,51456,3.216,Semitic,Arabic
53,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_111/common_voice_ar_19285860.wav,.wav,0,51456,3.216,Semitic,Arabic
54,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_111/common_voice_ar_19285862.wav,.wav,0,62976,3.936,Semitic,Arabic
55,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_111/common_voice_ar_19285863.wav,.wav,0,109056,6.816,Semitic,Arabic
56,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_112/common_voice_ar_21023280.wav,.wav,0,57216,3.576,Semitic,Arabic
57,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_112/common_voice_ar_21023291.wav,.wav,0,54144,3.384,Semitic,Arabic
58,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_112/common_voice_ar_21023298.wav,.wav,0,54144,3.384,Semitic,Arabic
59,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_113/common_voice_ar_19738679.wav,.wav,0,66432,4.152,Semitic,Arabic
60,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_113/common_voice_ar_19738680.wav,.wav,0,53376,3.336,Semitic,Arabic
61,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_113/common_voice_ar_19738682.wav,.wav,0,56832,3.552,Semitic,Arabic
62,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_113/common_voice_ar_19738685.wav,.wav,0,44544,2.784,Semitic,Arabic
63,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_113/common_voice_ar_19738686.wav,.wav,0,49536,3.096,Semitic,Arabic
64,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_114/common_voice_ar_19260123.wav,.wav,0,74496,4.656,Semitic,Arabic
65,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_114/common_voice_ar_19260124.wav,.wav,0,80256,5.016,Semitic,Arabic
66,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_114/common_voice_ar_19260125.wav,.wav,0,102144,6.384,Semitic,Arabic
67,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_115/common_voice_ar_19842245.wav,.wav,0,86784,5.424,Semitic,Arabic
68,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_115/common_voice_ar_19842247.wav,.wav,0,48384,3.024,Semitic,Arabic
69,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_115/common_voice_ar_19842249.wav,.wav,0,54144,3.384,Semitic,Arabic
70,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_115/common_voice_ar_19842250.wav,.wav,0,86784,5.424,Semitic,Arabic
71,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_116/common_voice_ar_19370414.wav,.wav,0,48384,3.024,Semitic,Arabic
72,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_116/common_voice_ar_19370415.wav,.wav,0,40704,2.544,Semitic,Arabic
73,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_116/common_voice_ar_19370416.wav,.wav,0,53376,3.336,Semitic,Arabic
74,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_116/common_voice_ar_19370417.wav,.wav,0,62976,3.936,Semitic,Arabic
75,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_116/common_voice_ar_19370418.wav,.wav,0,57984,3.624,Semitic,Arabic
76,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_117/common_voice_ar_19962448.wav,.wav,0,99072,6.192,Semitic,Arabic
77,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_117/common_voice_ar_19962449.wav,.wav,0,130944,8.184,Semitic,Arabic
78,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_117/common_voice_ar_19962450.wav,.wav,0,133248,8.328,Semitic,Arabic
79,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_118/common_voice_ar_19205717.wav,.wav,0,56064,3.504,Semitic,Arabic
80,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_118/common_voice_ar_19205718.wav,.wav,0,71424,4.464,Semitic,Arabic
81,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_118/common_voice_ar_19205719.wav,.wav,0,54144,3.384,Semitic,Arabic
82,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_118/common_voice_ar_19205720.wav,.wav,0,54912,3.432,Semitic,Arabic
83,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_119/common_voice_ar_19706859.wav,.wav,0,59520,3.72,Semitic,Arabic
84,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_119/common_voice_ar_19706860.wav,.wav,0,53760,3.36,Semitic,Arabic
85,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_119/common_voice_ar_19706862.wav,.wav,0,37632,2.352,Semitic,Arabic
86,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_119/common_voice_ar_19706865.wav,.wav,0,91008,5.688,Semitic,Arabic
87,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_119/common_voice_ar_19706866.wav,.wav,0,44928,2.808,Semitic,Arabic
88,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_12/common_voice_ar_20295876.wav,.wav,0,82944,5.184,Semitic,Arabic
89,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_12/common_voice_ar_20326995.wav,.wav,0,39936,2.496,Semitic,Arabic
90,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_12/common_voice_ar_20374881.wav,.wav,0,48384,3.024,Semitic,Arabic
91,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_12/common_voice_ar_20401372.wav,.wav,0,49536,3.096,Semitic,Arabic
92,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_12/common_voice_ar_20401387.wav,.wav,0,89856,5.616,Semitic,Arabic
93,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_121/common_voice_ar_19205260.wav,.wav,0,65664,4.104,Semitic,Arabic
94,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_121/common_voice_ar_19205261.wav,.wav,0,72576,4.536,Semitic,Arabic
95,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_121/common_voice_ar_19205262.wav,.wav,0,65664,4.104,Semitic,Arabic
96,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_121/common_voice_ar_19205263.wav,.wav,0,82944,5.184,Semitic,Arabic
97,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_122/common_voice_ar_19204110.wav,.wav,0,40704,2.544,Semitic,Arabic
98,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_122/common_voice_ar_19204111.wav,.wav,0,59904,3.744,Semitic,Arabic
99,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_122/common_voice_ar_19204112.wav,.wav,0,53376,3.336,Semitic,Arabic
100,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_122/common_voice_ar_19204113.wav,.wav,0,77184,4.824,Semitic,Arabic
101,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_122/common_voice_ar_19204114.wav,.wav,0,65664,4.104,Semitic,Arabic
102,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_123/common_voice_ar_19330410.wav,.wav,0,44544,2.784,Semitic,Arabic
103,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_123/common_voice_ar_19330411.wav,.wav,0,65664,4.104,Semitic,Arabic
104,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_123/common_voice_ar_19330412.wav,.wav,0,44544,2.784,Semitic,Arabic
105,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_123/common_voice_ar_19330413.wav,.wav,0,61824,3.864,Semitic,Arabic
106,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_123/common_voice_ar_19330414.wav,.wav,0,34944,2.184,Semitic,Arabic
107,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_124/common_voice_ar_19532848.wav,.wav,0,76416,4.776,Semitic,Arabic
108,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_124/common_voice_ar_19532850.wav,.wav,0,59904,3.744,Semitic,Arabic
109,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_124/common_voice_ar_19532851.wav,.wav,0,57216,3.576,Semitic,Arabic
110,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_124/common_voice_ar_19532852.wav,.wav,0,57984,3.624,Semitic,Arabic
111,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_125/common_voice_ar_19555599.wav,.wav,0,43776,2.736,Semitic,Arabic
112,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_125/common_voice_ar_19555601.wav,.wav,0,64896,4.056,Semitic,Arabic
113,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_125/common_voice_ar_19555602.wav,.wav,0,57216,3.576,Semitic,Arabic
114,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_125/common_voice_ar_19555603.wav,.wav,0,52224,3.264,Semitic,Arabic
115,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_126/common_voice_ar_20038199.wav,.wav,0,61824,3.864,Semitic,Arabic
116,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_126/common_voice_ar_20038201.wav,.wav,0,60288,3.768,Semitic,Arabic
117,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_126/common_voice_ar_20038214.wav,.wav,0,60288,3.768,Semitic,Arabic
118,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_126/common_voice_ar_20038216.wav,.wav,0,42624,2.664,Semitic,Arabic
119,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_127/common_voice_ar_19633218.wav,.wav,0,62208,3.888,Semitic,Arabic
120,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_127/common_voice_ar_19633221.wav,.wav,0,53376,3.336,Semitic,Arabic
121,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_127/common_voice_ar_19633222.wav,.wav,0,69888,4.368,Semitic,Arabic
122,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_127/common_voice_ar_19633223.wav,.wav,0,66048,4.128,Semitic,Arabic
123,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_128/common_voice_ar_19206926.wav,.wav,0,57984,3.624,Semitic,Arabic
124,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_128/common_voice_ar_19206927.wav,.wav,0,56064,3.504,Semitic,Arabic
125,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_128/common_voice_ar_19206929.wav,.wav,0,59904,3.744,Semitic,Arabic
126,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_129/common_voice_ar_19205116.wav,.wav,0,61824,3.864,Semitic,Arabic
127,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_129/common_voice_ar_19205118.wav,.wav,0,141312,8.832,Semitic,Arabic
128,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_129/common_voice_ar_19205119.wav,.wav,0,45312,2.832,Semitic,Arabic
129,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_129/common_voice_ar_19205120.wav,.wav,0,67968,4.248,Semitic,Arabic
130,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_13/common_voice_ar_19083268.wav,.wav,0,79104,4.944,Semitic,Arabic
131,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_13/common_voice_ar_19083375.wav,.wav,0,39936,2.496,Semitic,Arabic
132,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_13/common_voice_ar_19103343.wav,.wav,0,42624,2.664,Semitic,Arabic
133,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_13/common_voice_ar_19103575.wav,.wav,0,59136,3.696,Semitic,Arabic
134,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_13/common_voice_ar_19103621.wav,.wav,0,47616,2.976,Semitic,Arabic
135,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_130/common_voice_ar_19579949.wav,.wav,0,48384,3.024,Semitic,Arabic
136,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_130/common_voice_ar_19579950.wav,.wav,0,52224,3.264,Semitic,Arabic
137,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_130/common_voice_ar_19579951.wav,.wav,0,70656,4.416,Semitic,Arabic
138,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_130/common_voice_ar_19579952.wav,.wav,0,76416,4.776,Semitic,Arabic
139,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_130/common_voice_ar_19579953.wav,.wav,0,57216,3.576,Semitic,Arabic
140,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_131/common_voice_ar_19538952.wav,.wav,0,129024,8.064,Semitic,Arabic
141,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_131/common_voice_ar_19538953.wav,.wav,0,75264,4.704,Semitic,Arabic
142,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_131/common_voice_ar_19538954.wav,.wav,0,65664,4.104,Semitic,Arabic
143,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_132/common_voice_ar_19164210.wav,.wav,0,67584,4.224,Semitic,Arabic
144,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_132/common_voice_ar_19164211.wav,.wav,0,89856,5.616,Semitic,Arabic
145,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_132/common_voice_ar_19164212.wav,.wav,0,67584,4.224,Semitic,Arabic
146,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_132/common_voice_ar_19164214.wav,.wav,0,65664,4.104,Semitic,Arabic
147,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_133/common_voice_ar_19204603.wav,.wav,0,82944,5.184,Semitic,Arabic
148,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_133/common_voice_ar_19204607.wav,.wav,0,77184,4.824,Semitic,Arabic
149,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_133/common_voice_ar_19204608.wav,.wav,0,113664,7.104,Semitic,Arabic
150,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_134/common_voice_ar_19204828.wav,.wav,0,61824,3.864,Semitic,Arabic
151,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_134/common_voice_ar_19204829.wav,.wav,0,56064,3.504,Semitic,Arabic
152,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_134/common_voice_ar_19204830.wav,.wav,0,66816,4.176,Semitic,Arabic
153,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_134/common_voice_ar_19204831.wav,.wav,0,49536,3.096,Semitic,Arabic
154,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_134/common_voice_ar_19204832.wav,.wav,0,48384,3.024,Semitic,Arabic
155,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_135/common_voice_ar_19249837.wav,.wav,0,73344,4.584,Semitic,Arabic
156,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_135/common_voice_ar_19249838.wav,.wav,0,76416,4.776,Semitic,Arabic
157,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_135/common_voice_ar_19249839.wav,.wav,0,84864,5.304,Semitic,Arabic
158,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_135/common_voice_ar_19249847.wav,.wav,0,61056,3.816,Semitic,Arabic
159,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_136/common_voice_ar_19103712.wav,.wav,0,61824,3.864,Semitic,Arabic
160,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_136/common_voice_ar_19103713.wav,.wav,0,49920,3.12,Semitic,Arabic
161,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_136/common_voice_ar_19103714.wav,.wav,0,39936,2.496,Semitic,Arabic
162,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_136/common_voice_ar_19103715.wav,.wav,0,38784,2.424,Semitic,Arabic
163,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_136/common_voice_ar_19103716.wav,.wav,0,45696,2.856,Semitic,Arabic
164,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_138/common_voice_ar_19205289.wav,.wav,0,99456,6.216,Semitic,Arabic
165,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_138/common_voice_ar_19205290.wav,.wav,0,76416,4.776,Semitic,Arabic
166,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_138/common_voice_ar_19205292.wav,.wav,0,72576,4.536,Semitic,Arabic
167,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_138/common_voice_ar_19205293.wav,.wav,0,54144,3.384,Semitic,Arabic
168,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_139/common_voice_ar_19533795.wav,.wav,0,94080,5.88,Semitic,Arabic
169,/localscratch/guest442.635603.0/common_voice_kpd/Arabic/train/ara_trn_sp_139/common_voice_ar_19533797.wav,.wav,0,77952,4.872,Semitic,Arabic
